match_id,r-hero1,r-hero2,r-hero3,r-hero4,r-hero5,d-hero1,d-hero2,d-hero3,d-hero4,d-hero5,avg_mmr,num_mmr,game_mode,lobby_type,radiant_win
3368272605,12,14,8,74,75,43,1,44,103,86,2144,2,22,0,FALSE
3343756207,34,100,86,93,97,85,114,5,35,14,2550,2,22,0,FALSE
3293910307,75,104,37,5,35,74,14,40,103,1,2002,3,22,7,FALSE
3319539702,20,95,99,50,83,28,81,73,37,55,2934,4,2,0,FALSE
3305153302,99,100,18,71,46,62,97,72,101,93,3576,3,4,0,FALSE
3301061800,4,75,35,14,92,21,63,100,29,44,1031,2,22,7,FALSE
3374158701,11,36,49,93,88,73,4,32,111,41,3237,3,22,0,TRUE
3320304803,5,4,35,74,44,32,11,87,25,9,2275,2,22,0,TRUE
3336518702,87,11,4,14,9,17,93,84,104,36,4212,6,22,7,TRUE
3372778603,104,14,63,18,93,9,61,35,103,8,204,2,22,7,FALSE
3336407204,85,56,44,28,51,93,99,14,47,84,2207,3,22,0,FALSE
3311209301,87,1,35,71,47,63,75,95,6,85,3294,3,22,0,TRUE
3337785601,93,49,74,20,37,48,18,15,94,13,1276,2,4,0,FALSE
3339987900,74,28,88,30,114,67,83,71,39,53,4461,4,22,7,FALSE
3354113309,35,106,81,46,74,31,4,95,101,1,2186,2,4,0,FALSE
3349597705,68,71,6,11,16,19,52,91,51,49,4565,5,22,0,TRUE
3331970704,1,9,11,7,27,14,79,18,57,106,3296,2,22,7,TRUE
3345254501,88,62,74,15,20,102,33,11,48,58,3313,6,22,7,TRUE
3325101704,16,71,86,4,1,38,34,30,62,44,4538,5,22,7,FALSE
3341781008,8,44,99,20,39,68,43,48,93,105,3155,3,22,7,FALSE
3296736108,67,81,74,26,7,12,6,35,16,73,1673,2,22,7,FALSE
3326604003,17,25,16,45,93,34,4,8,32,26,2859,3,22,7,FALSE
3324027909,4,21,32,11,47,58,35,104,28,33,1883,2,22,7,TRUE
3304621300,95,39,68,42,41,94,100,63,2,99,2116,2,4,0,FALSE
3323257605,44,59,35,75,71,4,74,2,1,98,2507,3,22,7,TRUE
3330808307,86,14,63,36,106,18,27,11,22,85,4358,10,3,7,FALSE
3325957202,74,109,9,42,63,64,39,23,28,104,4078,3,22,0,FALSE
3331131403,51,37,15,106,114,88,4,43,68,18,3670,4,3,7,FALSE
3378474300,100,48,26,39,31,44,106,23,41,7,3413,5,4,0,TRUE
3325642809,98,14,44,21,59,46,25,57,114,54,1320,3,22,7,TRUE
3345958303,103,76,11,32,41,36,84,8,59,2,1981,2,22,0,TRUE
3335025304,35,76,88,37,7,51,4,93,104,23,3201,4,22,7,FALSE
3325234206,39,62,95,51,25,85,74,114,68,104,1984,2,22,0,TRUE
3372582803,36,87,102,23,32,16,88,35,93,98,3795,2,22,0,TRUE
3339169804,83,27,41,70,44,33,74,36,52,18,1430,3,22,7,TRUE
3324811906,22,49,16,64,106,51,27,8,7,11,3381,2,22,7,FALSE
3311865006,8,64,4,14,74,25,36,104,70,5,3506,2,22,0,FALSE
3310687607,74,23,18,31,51,27,82,14,70,12,2611,3,22,7,TRUE
3350365803,88,31,114,56,46,8,74,27,71,21,3753,6,22,7,FALSE
3372345008,7,10,34,68,29,47,98,86,114,63,3914,6,3,7,FALSE
3344377900,62,112,35,50,1,40,14,47,13,95,2735,5,4,0,TRUE
3329427907,90,27,74,60,41,98,46,30,93,86,3439,4,2,0,TRUE
3297328207,74,53,5,1,51,114,13,29,48,20,3106,6,22,7,FALSE
3306294808,8,13,12,91,104,47,30,50,6,80,2904,3,22,7,FALSE
3318407409,18,51,54,98,9,112,76,2,81,6,1782,3,4,0,TRUE
3366262706,88,104,93,74,9,84,58,28,95,7,2804,2,22,7,FALSE
3355570205,14,72,86,34,55,59,75,84,77,96,3826,4,22,7,FALSE
3304166603,20,11,21,32,8,7,53,68,95,22,2755,2,22,0,FALSE
3376174409,14,21,11,48,62,83,10,104,32,73,2758,2,22,0,TRUE
3349720903,94,35,74,85,40,9,81,27,1,44,3389,3,22,7,FALSE
3342976807,84,93,25,62,51,20,29,28,35,45,2893,3,22,7,FALSE
3350299502,4,10,75,41,96,9,17,1,2,50,2406,3,22,7,FALSE
3316374608,106,19,68,23,22,18,30,57,21,88,4027,3,22,0,TRUE
3374886609,36,99,101,14,94,7,4,88,43,2,4117,6,22,7,TRUE
3363727900,47,19,56,45,83,104,42,71,41,67,4183,3,4,0,TRUE
3352037300,83,5,57,4,114,70,88,14,86,106,5717,8,22,7,TRUE
3361147602,25,44,81,39,9,2,41,106,5,71,1711,4,3,7,TRUE
3321359700,54,95,81,58,42,53,91,25,14,29,3586,5,2,0,TRUE
3313265705,106,29,18,5,86,104,84,60,11,81,3100,5,2,7,TRUE
3328909009,5,4,105,17,93,44,1,84,70,75,2200,3,22,7,TRUE
3328121200,63,51,32,114,68,67,41,8,47,73,1692,2,4,0,TRUE
3318095400,8,28,27,95,97,74,102,99,67,3,1429,2,22,0,TRUE
3375689909,53,4,94,34,5,88,90,36,48,8,1809,4,22,7,FALSE
3309673308,104,106,74,14,111,47,23,63,36,90,4394,4,22,7,FALSE
3299908507,76,25,35,114,82,107,13,40,6,97,3854,5,22,7,TRUE
3366701006,44,7,88,64,10,57,4,104,90,8,3882,5,22,7,FALSE
3346596802,20,71,88,8,14,11,18,28,5,47,2281,2,22,7,FALSE
3302967004,2,22,80,4,20,97,26,106,18,101,3260,4,22,0,TRUE
3343675206,4,18,101,7,45,8,1,87,50,55,3432,3,22,0,TRUE
3361157605,14,103,47,51,13,26,45,86,50,5,4655,3,22,7,TRUE
3349869502,8,22,40,16,84,36,87,93,96,42,3464,2,22,0,FALSE
3360303305,100,70,86,9,2,18,91,14,106,88,4237,4,22,0,FALSE
3304513307,35,7,76,98,40,34,29,81,63,14,3107,3,22,7,TRUE
3337826707,33,34,29,101,35,108,86,42,17,48,3188,2,22,0,FALSE
3348050809,46,48,14,88,84,22,114,25,105,2,3420,4,22,0,TRUE
3373768801,19,5,101,91,8,40,97,70,45,68,2534,2,22,7,FALSE
3314756104,5,99,82,84,21,20,7,48,23,25,1104,2,22,0,TRUE
3294085105,33,71,74,67,4,76,1,14,9,22,3821,4,22,7,TRUE
3367224603,93,104,11,63,51,27,73,75,87,48,2990,4,3,7,FALSE
3348089005,1,74,86,63,2,104,36,18,34,57,2604,2,22,7,FALSE
3331175909,69,75,48,79,74,25,83,7,18,76,5035,6,22,7,TRUE
3304335006,34,93,51,99,5,64,35,62,7,54,4493,4,22,7,TRUE
3327766506,48,14,107,51,34,45,6,23,7,75,5259,5,22,7,TRUE
3364857102,5,75,86,106,1,54,114,23,74,37,3077,3,22,0,FALSE
3323424808,106,9,55,20,104,17,63,37,52,57,3031,5,4,0,FALSE
3327434805,11,44,28,14,87,40,42,39,100,93,3620,6,3,7,TRUE
3318203903,13,47,27,67,71,109,84,74,94,41,3236,4,22,7,FALSE
3297968204,11,22,73,95,77,2,35,68,16,18,2501,2,3,0,FALSE
3371991006,27,35,18,50,97,55,84,36,77,16,4371,5,22,0,FALSE
3307681500,17,2,27,67,110,14,108,44,20,30,3091,3,22,0,TRUE
3363582604,71,17,4,5,114,9,13,77,86,55,4704,5,22,7,TRUE
3334143101,49,16,7,72,100,37,74,41,4,81,3975,3,22,0,TRUE
3335689807,22,11,4,7,41,99,103,67,51,35,1361,2,3,7,TRUE
3308687505,1,101,76,62,96,28,52,60,4,71,3602,3,4,0,FALSE
3359210005,28,72,75,4,5,30,38,8,90,22,1897,2,22,7,TRUE
3354942307,22,32,21,112,16,74,9,1,104,91,2073,3,22,0,FALSE
3348051604,14,29,78,35,10,44,9,67,42,45,2574,5,3,7,TRUE
3352967106,103,94,88,74,2,34,13,16,28,1,2982,3,22,7,TRUE
3367572208,73,84,114,109,47,4,106,95,113,7,3051,2,22,0,TRUE
3346842702,42,25,5,48,23,67,49,30,114,47,1491,2,22,7,TRUE
3357336502,35,71,47,9,36,23,63,58,114,14,2566,2,22,7,TRUE
3307277506,19,74,10,54,7,17,77,25,61,44,2254,2,22,0,TRUE
3359984504,4,112,9,11,34,88,18,84,74,10,2932,2,22,7,FALSE
3379940801,90,22,74,7,47,8,16,51,9,46,3773,2,22,7,FALSE
3339768301,74,57,9,44,64,53,84,70,39,6,1825,2,22,7,FALSE
3313242405,51,40,16,37,47,44,46,96,20,45,2472,3,22,7,TRUE
3317314407,6,74,21,59,14,33,30,44,40,94,3892,2,22,0,TRUE
3346649706,25,62,19,6,32,90,69,5,63,22,2413,3,4,0,FALSE
3345498508,35,75,33,93,74,4,13,67,14,39,4466,3,22,7,FALSE
3298160409,59,56,14,106,41,93,1,69,70,61,2229,2,4,0,FALSE
3307373608,108,63,4,104,35,14,75,84,43,1,3382,5,22,7,TRUE
3321615200,43,65,86,42,14,110,40,33,97,109,6437,5,3,0,TRUE
3370424704,35,41,55,74,36,1,34,65,33,100,4020,7,22,0,TRUE
3310299603,37,112,2,14,20,93,44,86,9,97,3779,6,22,7,FALSE
3321888208,56,105,48,9,74,104,76,23,36,22,2577,2,22,7,FALSE
3369401401,16,1,75,9,97,58,74,31,41,49,2333,2,22,7,TRUE
3308576601,46,86,36,95,2,14,5,1,94,47,2707,2,22,7,TRUE
3375639807,16,57,100,74,94,104,81,32,97,25,1049,2,3,7,TRUE
3314397807,25,21,11,36,41,47,114,30,108,67,4397,7,22,7,TRUE
3376736106,12,35,111,96,87,20,42,85,26,47,2034,2,22,0,FALSE
3338950707,62,35,41,48,31,110,67,84,61,14,2923,5,22,7,FALSE
3303893107,7,88,11,48,29,9,71,67,35,60,2798,5,3,7,FALSE
3313211802,76,2,40,18,35,12,106,54,74,42,2422,4,22,7,TRUE
3293764104,71,14,42,60,76,75,114,44,106,2,1916,2,22,0,FALSE
3337997107,35,16,76,46,14,40,22,44,45,88,3886,2,22,0,TRUE
3297162803,14,11,99,94,84,54,5,28,88,85,4250,3,22,7,TRUE
3295490404,8,19,34,84,32,97,18,86,11,4,3213,2,22,7,FALSE
3346182709,4,15,13,20,48,62,112,76,61,8,3847,3,22,0,FALSE
3313337309,4,63,23,91,95,31,7,82,100,44,2889,4,22,7,FALSE
3368544705,90,93,89,46,19,44,26,41,11,68,2277,2,22,7,FALSE
3316712408,20,39,53,16,6,36,73,74,30,88,3069,3,22,7,TRUE
3361085901,96,6,75,74,64,34,88,2,55,43,4146,3,3,0,TRUE
3369419509,103,106,1,5,48,4,9,10,110,35,3249,3,22,7,TRUE
3329064601,21,16,114,26,67,55,109,41,70,14,4080,6,22,7,FALSE
3304835809,44,101,1,7,9,104,17,8,2,5,2514,2,22,7,TRUE
3341066109,44,99,18,62,84,10,78,14,27,98,3250,5,22,0,TRUE
3331102801,67,40,14,11,42,70,75,89,23,9,3783,2,22,7,TRUE
3376694103,32,19,18,95,34,99,7,6,80,39,2732,3,4,0,TRUE
3320054104,79,18,14,36,6,9,104,47,21,41,1899,2,22,7,FALSE
3326854907,19,9,114,40,21,71,28,20,8,39,4576,6,22,7,FALSE
3372535105,87,75,4,36,35,23,2,21,63,100,3380,5,22,7,TRUE
3315040202,93,27,74,17,4,53,41,97,14,35,2002,3,22,7,TRUE
3374587005,7,8,27,114,97,107,81,9,36,113,2161,2,22,0,TRUE
3360567209,57,33,63,17,4,20,74,73,14,36,2173,2,22,7,FALSE
3347675804,98,58,20,22,5,101,87,10,34,90,3296,2,5,0,FALSE
3331234602,10,79,106,15,99,44,37,109,14,21,3048,4,22,7,FALSE
3342723400,19,5,18,112,86,90,73,69,32,56,1003,2,4,0,TRUE
3359274704,27,25,94,62,28,81,36,23,32,44,3203,5,3,0,TRUE
3308549200,13,60,114,58,48,16,44,33,65,8,4893,5,4,0,TRUE
3360692304,4,64,51,70,73,1,104,68,74,14,3256,5,22,7,FALSE
3368980505,106,36,75,27,109,14,90,16,9,44,4008,2,22,7,TRUE
3305292300,47,68,9,6,66,1,92,74,104,20,2553,4,22,7,TRUE
3334230405,106,29,64,27,54,37,74,14,12,99,2889,2,3,7,TRUE
3295022703,37,88,23,94,51,73,22,14,70,46,3983,4,4,0,FALSE
3309208701,32,62,41,35,96,19,1,4,25,98,3344,2,4,0,FALSE
3354901608,106,1,60,88,114,100,17,40,85,93,3229,3,3,7,TRUE
3362247001,32,16,44,97,4,14,30,31,42,56,2086,2,22,0,FALSE
3374716600,23,64,99,14,93,73,36,86,6,11,2641,3,22,7,TRUE
3330776506,74,33,4,14,23,61,34,93,71,1,1850,2,22,7,TRUE
3347111102,72,104,56,28,94,81,21,54,2,67,1691,2,4,0,TRUE
3364870000,42,40,1,74,50,27,7,8,71,106,2767,4,22,7,TRUE
3308256109,32,4,74,85,18,14,44,109,29,40,4637,8,3,7,TRUE
3310061105,9,65,86,50,1,104,8,5,74,33,4035,3,22,0,FALSE
3338118905,42,32,39,44,8,114,4,35,20,88,2937,3,22,7,FALSE
3314405400,51,36,6,70,14,5,8,3,99,73,3112,4,22,7,TRUE
3369221504,81,27,11,92,88,18,101,104,7,63,3570,5,22,7,TRUE
3325962603,87,5,54,98,35,27,18,23,59,99,1966,3,22,7,FALSE
3357930005,104,23,33,84,43,1,20,15,97,35,1736,2,22,0,FALSE
3345999502,27,114,103,51,86,57,4,18,26,74,1101,2,4,0,FALSE
3377102008,48,31,94,41,73,30,8,81,74,84,1308,2,22,0,FALSE
3297113807,105,2,68,23,93,4,44,103,74,22,958,4,22,7,TRUE
3298940307,27,67,22,104,39,32,17,18,4,63,3816,5,3,7,FALSE
3312917104,35,93,23,36,88,74,9,31,14,51,3521,4,22,7,TRUE
3363322708,17,112,41,12,23,44,25,4,63,14,4068,6,3,7,FALSE
3361504203,99,62,111,11,93,74,19,17,7,108,3211,6,4,0,FALSE
3345843105,31,35,97,104,106,99,108,67,40,86,2595,6,22,7,TRUE
3362071402,11,69,14,70,63,20,74,80,109,101,1198,2,22,7,TRUE
3339836709,16,11,93,86,87,7,104,63,2,74,2746,3,22,7,FALSE
3349551004,88,5,69,17,10,47,93,14,58,113,1924,5,22,7,TRUE
3324644508,40,43,35,96,101,47,99,32,22,93,793,2,22,7,FALSE
3360621709,73,99,88,111,37,4,44,27,28,36,2357,4,3,7,FALSE
3373497006,63,35,79,100,45,97,7,4,1,42,3559,4,3,7,FALSE
3374768802,109,29,64,35,86,23,25,12,28,4,3019,3,22,7,TRUE
3309470907,25,64,44,14,13,98,41,32,5,11,3268,4,22,7,FALSE
3335285207,110,98,70,71,74,16,44,54,30,104,1226,2,22,0,TRUE
3311053902,14,11,60,23,1,15,2,4,106,7,4353,6,3,0,TRUE
3373746708,107,55,68,95,39,7,8,104,9,101,5084,4,22,7,TRUE
3317471202,14,35,30,48,80,77,11,103,97,31,2871,5,4,0,FALSE
3296278701,10,64,99,47,4,17,39,63,11,9,2358,4,3,7,TRUE
3328380401,28,7,34,70,27,12,4,47,31,74,2867,2,22,7,FALSE
3326687301,84,25,21,20,6,23,52,40,13,1,3653,3,22,7,TRUE
3361305200,1,44,10,22,88,9,101,74,42,62,2146,2,3,0,FALSE
3315634402,36,94,98,54,16,35,19,114,32,44,3219,3,22,7,FALSE
3347918100,102,73,103,36,84,17,4,2,23,57,3864,3,22,0,TRUE
3371171409,45,28,86,81,75,8,53,97,14,76,4723,7,3,7,TRUE
3381959606,11,96,71,5,1,12,86,18,17,51,1967,4,22,7,TRUE
3311242108,79,14,4,99,77,1,8,22,50,96,2142,3,22,7,TRUE
3344181003,3,96,39,28,54,44,87,74,36,29,1418,3,2,9,FALSE
3355236407,47,86,90,7,70,14,67,57,104,36,4876,5,22,7,TRUE
3337062905,77,38,44,37,9,70,2,39,98,111,4414,8,3,7,FALSE
3342397208,18,65,14,97,53,99,40,94,27,23,4011,2,22,0,FALSE
3363091609,74,15,32,23,99,46,28,104,8,86,2816,5,22,7,FALSE
3363422409,71,104,16,48,74,14,64,43,1,22,3683,3,22,7,FALSE
3353994209,72,56,76,36,100,99,43,84,41,42,4127,8,4,0,TRUE
3334108207,51,1,104,25,9,59,34,93,33,75,3477,3,22,7,TRUE
3309114601,18,74,75,55,86,14,107,39,23,54,4458,5,22,7,TRUE
3319706100,48,74,104,53,93,36,14,35,41,63,2073,2,22,7,FALSE
3346637805,5,57,104,17,1,30,44,25,16,7,3061,3,3,0,TRUE
3363871800,74,71,36,1,20,51,32,44,25,38,2990,4,22,7,TRUE
3372188305,48,41,93,64,14,25,86,28,101,44,1197,2,22,7,TRUE
3323879007,17,89,18,28,90,86,94,88,40,32,3009,3,22,0,FALSE
3337892600,22,47,4,104,59,25,37,10,51,63,1832,4,22,7,FALSE
3352844705,7,11,101,72,42,78,114,64,89,14,2116,4,22,7,TRUE
3376178005,44,2,13,25,23,29,17,75,14,15,3963,7,22,7,FALSE
3343094202,8,40,23,34,4,37,44,88,67,75,3562,5,3,7,TRUE
3352790405,31,79,76,16,48,4,104,18,21,84,3616,5,22,7,FALSE
3297126500,93,34,44,36,20,39,8,83,98,110,1721,2,22,7,TRUE
3360250101,10,98,81,87,40,41,6,99,13,110,1950,3,5,0,FALSE
3308365301,13,28,5,71,18,15,41,96,9,103,4260,8,22,7,TRUE
3355237604,11,30,53,48,99,65,28,47,88,18,3555,2,3,0,TRUE
3311388402,84,12,90,22,71,20,62,1,98,101,2899,2,22,0,TRUE
3296263607,55,111,8,104,43,7,36,106,9,42,3490,6,22,0,TRUE
3381861301,32,108,44,46,86,53,10,99,111,34,3004,6,22,7,TRUE
3324886205,44,45,108,2,74,50,66,96,49,18,2470,3,22,0,TRUE
3365326408,12,76,67,2,64,18,16,34,5,7,3509,2,4,0,TRUE
3330425005,48,19,84,114,86,44,93,35,14,40,1738,2,22,0,FALSE
3370627205,16,11,54,106,95,41,85,73,39,104,3886,2,22,7,TRUE
3346252208,33,59,50,99,22,9,41,4,5,89,2894,4,22,7,FALSE
3323353206,39,81,33,75,99,18,84,28,23,35,3114,4,22,7,TRUE
3316052305,51,59,77,44,84,83,21,35,60,81,3609,4,3,0,FALSE
3332158901,59,74,88,1,104,30,6,36,41,14,1841,2,22,0,FALSE
3336780205,18,83,13,86,102,49,28,56,66,14,3626,3,22,7,TRUE
3336512508,85,74,18,5,83,86,62,4,11,96,3310,2,22,0,TRUE
3297869802,5,4,74,1,32,19,57,93,18,35,1745,2,22,0,TRUE
3362740500,23,63,30,33,89,40,76,5,114,8,3583,4,22,7,TRUE
3317679100,58,41,62,51,34,7,114,88,8,4,3886,3,22,0,FALSE
3321803902,75,74,41,4,14,18,91,86,99,8,4071,4,22,7,TRUE
3356202709,95,2,74,44,31,14,7,105,75,47,2943,2,22,0,FALSE
3328500900,68,88,10,44,104,36,49,33,39,78,2756,3,3,7,FALSE
3309374800,27,106,88,48,69,99,20,41,14,59,4421,6,22,7,TRUE
3306820808,74,59,46,104,26,71,97,13,75,44,2663,2,22,7,TRUE
3375494502,14,50,67,74,2,88,25,51,9,49,4218,9,3,7,TRUE
3340340104,4,21,27,74,97,18,37,98,86,34,3336,2,22,7,TRUE
3369601901,51,8,5,44,60,99,38,70,9,67,2005,2,4,0,FALSE
3299328908,18,8,88,34,104,36,21,33,64,42,3429,5,22,7,TRUE
3345403101,44,33,26,93,42,71,97,14,35,74,3803,2,22,0,TRUE
3318004107,81,71,26,74,67,11,5,8,14,32,2675,4,22,7,FALSE
3352769905,17,82,19,9,7,32,108,39,12,14,1488,2,22,0,TRUE
3332747900,83,14,75,32,34,4,92,62,109,73,1864,2,22,7,FALSE
3375093705,7,75,16,93,61,78,71,35,68,114,5171,7,22,7,TRUE
3381059000,67,106,84,22,23,12,9,110,41,7,2949,5,22,7,TRUE
3368494209,8,64,50,9,74,104,45,13,94,110,3532,4,22,7,TRUE
3324147803,8,48,7,4,39,26,9,70,81,14,2829,2,22,7,FALSE
3352584800,105,104,84,23,96,2,56,31,35,93,1294,2,22,0,FALSE
3378945805,113,56,34,45,4,14,76,12,35,96,2454,6,22,0,FALSE
3336597206,72,30,32,26,70,12,35,19,87,5,2682,2,22,7,TRUE
3324835205,97,44,106,64,14,31,108,27,74,41,4124,6,22,7,FALSE
3312871403,75,30,23,99,104,18,14,5,9,56,2434,3,22,7,FALSE
3381025806,5,46,71,54,74,13,14,7,83,114,1454,4,22,7,TRUE
3379214006,62,74,7,93,84,40,51,18,36,111,3902,4,22,7,TRUE
3369803207,85,10,25,100,107,41,28,94,70,9,2219,2,4,0,FALSE
3330052209,91,46,8,23,108,47,84,106,93,7,3908,2,22,0,FALSE
3323755505,35,36,87,55,114,50,14,63,23,78,3754,7,22,7,TRUE
3339715603,23,54,8,32,101,36,5,62,10,4,3100,5,22,7,FALSE
3352216408,62,76,25,77,111,34,36,110,1,5,4316,4,22,7,FALSE
3311793208,114,45,96,32,59,44,4,33,62,61,4637,3,4,0,FALSE
3333466306,9,8,114,33,27,32,34,71,67,85,2608,5,3,7,TRUE
3380881608,65,39,84,37,81,107,8,9,55,17,3147,3,22,0,FALSE
3296484003,26,94,25,14,84,6,111,114,88,46,3476,3,22,0,TRUE
3302625405,59,63,25,1,56,92,109,31,28,14,1506,2,22,7,FALSE
3346296601,36,35,111,99,8,25,95,41,23,30,3046,3,22,7,TRUE
3338025502,93,74,103,14,90,108,71,114,40,27,5093,8,22,7,FALSE
3314437408,110,4,81,87,71,90,74,114,39,1,4200,8,22,7,FALSE
3357696607,21,71,44,14,106,114,42,60,47,7,4384,8,3,7,TRUE
3322695103,97,14,86,25,1,93,65,74,23,5,3707,5,22,7,TRUE
3373252604,16,1,40,36,85,11,41,51,86,107,4775,5,3,7,FALSE
3341949006,95,37,112,14,25,16,83,13,12,29,3911,8,22,7,TRUE
3376470802,71,25,62,109,32,18,13,102,14,81,4931,3,22,7,FALSE
3320280406,16,7,84,77,76,12,87,41,4,74,4107,2,22,7,TRUE
3370370101,4,2,14,70,22,12,16,74,57,7,5211,2,22,0,TRUE
3356751107,19,9,8,39,32,18,110,75,104,46,3000,4,3,7,FALSE
3349905000,47,91,56,7,14,39,46,102,84,81,4703,5,22,7,FALSE
3377353009,14,88,36,40,77,18,64,34,9,55,4297,8,22,7,TRUE
3340287102,4,102,19,22,47,54,20,9,17,16,4203,5,22,7,TRUE
3312892909,20,67,110,37,29,10,98,8,82,79,3557,6,22,7,FALSE
3341434904,68,45,63,48,93,44,47,17,27,8,2421,3,22,7,FALSE
3366158101,114,7,99,42,106,14,112,18,34,36,3429,2,22,0,FALSE
3338284003,74,2,4,33,68,73,17,30,41,98,3649,3,22,7,TRUE
3321208405,67,34,16,5,107,37,74,104,36,6,3737,2,22,7,FALSE
3322389109,39,14,6,5,54,86,2,48,74,99,3428,6,22,7,TRUE
3337883004,84,73,8,35,62,87,6,46,86,41,3975,5,22,7,FALSE
3329680006,39,40,16,67,82,2,87,95,11,60,2731,4,4,0,FALSE
3300243200,35,96,23,62,34,43,59,31,41,46,1328,2,22,0,FALSE
3327028303,11,44,98,14,25,83,22,35,20,41,3348,2,22,7,FALSE
3312141603,51,54,13,29,69,42,106,31,47,7,3915,6,22,7,FALSE
3305648209,18,9,75,14,102,32,89,103,71,98,2740,2,4,0,TRUE
3317566506,25,69,88,106,81,78,72,34,33,29,2778,2,5,0,FALSE
3378289904,41,27,47,1,52,74,2,75,44,3,4569,6,22,7,FALSE
3363122304,107,104,3,46,9,101,68,41,95,98,3272,2,4,0,FALSE
3329307108,35,40,57,7,67,88,101,21,99,44,1167,3,22,7,TRUE
3335503700,65,2,43,21,81,107,110,18,31,13,3230,3,22,7,FALSE
3314333902,18,23,9,14,5,2,34,81,86,36,2399,2,22,0,FALSE
3365761403,87,95,106,86,104,114,50,74,84,7,3975,8,22,7,FALSE
3315127803,7,12,6,38,57,35,73,29,40,72,941,3,4,0,TRUE
3370061003,47,7,71,95,31,18,76,97,40,9,3199,6,22,7,TRUE
3341404804,21,35,4,53,23,75,1,114,5,47,2691,4,22,7,TRUE
3377656503,48,30,12,7,53,95,4,5,39,84,2804,2,22,7,TRUE
3305701505,21,75,37,10,107,7,11,71,93,84,4094,3,22,0,FALSE
3371322007,17,93,16,77,51,14,2,1,23,31,3931,9,22,7,FALSE
3339283700,77,66,40,59,71,14,50,67,104,55,3020,4,22,7,TRUE
3353696509,23,39,106,79,18,35,104,84,95,87,4556,7,22,7,TRUE
3325438804,92,14,50,1,69,76,55,37,95,79,3919,7,22,7,FALSE
3328013408,53,36,70,4,13,25,38,71,2,15,4527,6,22,7,FALSE
3314643402,90,74,20,67,99,106,26,104,93,110,3401,4,3,7,FALSE
3351710805,16,49,100,40,32,2,63,59,72,47,2974,2,4,0,FALSE
3379254705,99,101,4,44,14,107,111,63,1,74,3263,5,22,7,TRUE
3296422706,67,4,99,14,44,1,102,86,74,35,2038,3,22,7,TRUE
3364276505,84,99,41,23,38,2,74,36,92,6,2923,5,22,7,FALSE
3295176305,42,92,8,40,60,36,31,82,71,57,5832,6,22,7,FALSE
3333441802,89,60,7,25,68,109,91,23,95,32,2963,4,22,7,TRUE
3340940504,47,8,9,64,74,36,54,70,5,4,1771,3,22,7,FALSE
3320961108,51,95,67,1,7,8,70,29,9,31,2958,4,22,7,FALSE
3300045105,39,1,84,7,16,74,2,94,110,55,3099,6,22,7,TRUE
3371422305,12,29,87,53,47,21,74,26,85,4,2046,3,22,7,TRUE
3342579707,1,26,9,21,104,2,70,14,74,33,3270,4,22,7,FALSE
3355514809,36,1,44,108,27,40,75,35,88,8,3470,8,3,7,TRUE
3337015600,5,16,76,71,93,26,99,95,41,72,1041,4,22,7,TRUE
3294924200,110,88,113,32,8,34,49,70,68,44,2677,4,22,0,FALSE
3372449900,7,44,4,56,27,14,90,16,104,49,2108,3,22,7,TRUE
3355427807,32,41,101,75,93,81,18,20,17,25,2506,4,22,7,TRUE
3313013703,79,112,93,34,32,54,36,96,104,43,3324,2,22,7,TRUE
3371438503,35,36,42,104,47,106,94,16,59,84,707,5,22,7,FALSE
3323424800,4,97,82,70,101,98,14,92,27,8,4606,9,22,7,TRUE
3306360402,95,101,23,98,42,1,21,53,44,14,3186,2,22,0,FALSE
3352933902,26,95,88,8,74,106,44,103,31,2,2540,5,22,7,TRUE
3365256601,58,7,73,12,112,55,31,106,93,88,3511,6,3,0,FALSE
3357652104,36,48,6,20,7,9,16,63,94,71,3370,2,22,7,FALSE
3351663701,36,15,30,1,4,79,39,88,81,68,2827,5,3,7,TRUE
3353908405,104,93,99,63,76,75,95,36,65,47,2837,3,22,7,FALSE
3344490204,86,9,1,80,35,88,74,56,53,71,1732,3,22,7,FALSE
3378228104,7,4,106,8,27,95,31,28,46,40,4524,7,22,7,FALSE
3340766404,14,36,44,8,84,26,4,104,74,10,3017,3,22,7,TRUE
3313566205,106,13,84,98,5,47,55,114,93,39,3371,4,22,0,TRUE
3332475606,70,97,98,68,79,29,1,85,5,11,2280,3,2,7,FALSE
3377871607,51,11,88,8,114,104,36,42,106,71,2746,3,22,0,FALSE
3356244504,53,85,1,9,28,89,102,82,75,63,3126,4,22,7,TRUE
3313717602,106,28,23,18,81,12,7,97,40,104,2075,4,22,7,TRUE
3319478909,91,4,74,63,42,1,25,14,9,88,2777,5,22,7,FALSE
3341275005,7,18,23,35,86,11,2,71,14,1,3053,4,3,7,TRUE
3307753807,18,76,75,19,96,74,87,93,32,14,2533,3,22,7,TRUE
3352334501,68,11,110,93,3,103,74,111,44,88,2673,4,22,0,FALSE
3316920309,111,19,1,25,42,86,104,65,92,44,3267,5,5,0,TRUE
3373582004,67,99,53,114,88,104,81,106,61,56,1696,2,4,0,TRUE
3321774205,74,51,15,84,1,44,40,2,5,97,3341,5,22,7,TRUE
3307784705,13,88,1,84,104,44,36,34,32,64,3444,6,22,7,TRUE
3331198309,6,21,64,4,14,34,1,56,77,51,2582,5,4,0,TRUE
