match_id,r-hero1,r-hero2,r-hero3,r-hero4,r-hero5,d-hero1,d-hero2,d-hero3,d-hero4,d-hero5,avg_mmr,num_mmr,game_mode,lobby_type,radiant_win
3295623100,11,7,50,44,97,89,74,1,36,104,3407,4,22,0,TRUE
3325640801,5,42,53,63,4,84,67,39,86,111,1499,4,22,7,TRUE
3375844208,36,27,18,26,43,39,14,51,7,67,3949,5,22,7,TRUE
3313019500,27,88,70,35,44,37,9,93,63,14,2615,7,22,7,TRUE
3313252007,74,14,28,4,109,106,33,112,2,35,3172,3,22,7,TRUE
3367502906,20,4,74,16,1,114,42,17,77,64,3597,2,22,7,FALSE
3352872102,21,74,36,4,41,92,18,14,106,42,996,2,22,7,TRUE
3311448502,56,20,12,48,68,41,74,14,40,37,3515,3,22,7,FALSE
3370215607,48,99,4,50,62,36,18,26,56,104,2638,2,22,7,TRUE
3306054100,14,77,71,63,34,6,57,40,92,32,1749,2,22,7,FALSE
3309417702,41,94,62,36,55,74,10,44,73,32,2847,2,4,0,TRUE
3367082807,95,14,76,6,48,93,13,72,18,63,2006,2,22,0,FALSE
3327873509,69,32,58,114,7,87,74,15,104,101,1743,3,22,0,FALSE
3314213701,48,105,11,16,32,87,44,74,62,2,4060,6,22,7,FALSE
3317826407,104,50,32,7,63,81,64,101,33,97,2811,6,22,7,FALSE
3297296404,74,20,6,14,55,7,65,21,18,57,3925,4,22,7,FALSE
3340398603,14,29,60,45,74,86,11,21,98,95,2603,4,22,0,FALSE
3294316508,47,74,77,23,36,93,62,27,14,43,2220,8,22,7,TRUE
3361216604,104,2,45,9,74,101,7,88,95,47,4027,4,22,7,FALSE
3365180700,18,47,7,21,33,22,16,63,28,45,3185,5,3,7,TRUE
3369267206,7,35,68,14,44,98,57,41,9,1,4010,2,22,0,TRUE
3334009409,80,68,81,86,62,56,7,88,48,114,3836,6,4,0,FALSE
3366228700,16,14,104,74,41,86,63,76,7,18,3388,4,22,7,TRUE
3364733706,13,44,62,48,91,84,40,104,76,63,3452,3,3,7,TRUE
3355555509,7,26,22,49,72,17,110,96,71,35,4292,3,22,0,TRUE
3341228102,2,27,74,9,41,104,16,44,22,93,3648,2,22,7,FALSE
3331517403,52,71,70,51,74,7,22,35,44,108,4519,8,3,7,TRUE
3374115003,99,14,106,90,10,44,36,2,25,100,2481,4,22,7,TRUE
3316935406,8,30,18,78,91,104,67,68,48,23,3408,5,22,0,FALSE
3320371400,13,114,9,2,98,39,50,56,71,7,5796,9,22,7,TRUE
3324731405,104,20,6,98,10,80,5,85,74,46,2260,2,22,0,FALSE
3334640509,103,8,77,17,87,44,74,41,14,20,3476,4,22,7,FALSE
3319784803,68,44,63,23,16,26,95,35,106,34,3565,7,22,7,FALSE
3307233707,45,8,16,74,14,11,29,95,54,5,2718,2,22,0,FALSE
3297452105,13,4,95,87,114,5,59,93,40,2,2108,2,22,7,FALSE
3339641306,74,5,53,4,54,99,64,46,23,104,3418,3,22,7,TRUE
3352314108,4,93,58,1,64,16,31,39,63,95,1403,3,3,7,TRUE
3344335206,21,27,32,16,18,106,84,54,85,51,4346,2,3,0,TRUE
3303751108,53,39,71,84,18,21,42,9,90,81,2864,2,22,0,FALSE
3352077707,26,28,89,35,107,6,75,58,84,11,2500,3,22,7,TRUE
3362322204,89,18,80,22,36,27,8,56,39,93,2768,3,22,7,TRUE
3372556004,2,102,37,41,74,75,14,34,16,1,3647,6,22,7,FALSE
3299202103,56,17,75,86,104,14,13,100,74,93,4348,4,22,7,TRUE
3378022003,36,25,47,16,70,62,111,46,95,2,2190,2,22,7,TRUE
3353154502,73,47,5,71,109,56,62,26,74,70,2617,3,22,7,FALSE
3293834302,48,23,84,20,93,107,29,83,100,54,2902,4,2,0,TRUE
3325346707,14,95,28,58,92,99,5,4,20,56,3075,2,22,7,FALSE
3317258103,93,36,14,5,74,10,16,7,1,35,3401,3,22,7,TRUE
3295181802,25,57,55,102,90,43,34,67,17,105,2624,3,4,0,FALSE
3300784206,26,44,8,106,14,35,78,18,51,21,2506,4,22,7,TRUE
3313239407,77,21,58,85,13,11,103,51,79,95,4307,6,22,7,FALSE
3351565500,87,70,25,47,34,97,42,63,74,36,2274,7,22,7,FALSE
3354183705,21,50,89,40,13,60,75,84,48,23,2991,6,22,0,FALSE
3300649209,31,1,19,12,14,57,74,84,97,18,2527,3,22,0,TRUE
3365097009,104,95,14,85,38,36,60,1,86,97,2245,4,22,0,TRUE
3315033903,28,35,71,54,5,86,67,90,107,41,3121,2,22,0,TRUE
3334176200,93,71,63,26,34,86,6,13,27,92,5353,8,22,7,TRUE
3325611900,32,40,70,74,67,8,22,11,108,27,3895,2,22,7,TRUE
3319308508,14,25,27,67,34,101,74,39,6,18,3882,4,22,7,TRUE
3337496208,22,27,14,4,1,105,35,109,7,75,1679,4,22,7,FALSE
3377398405,2,76,31,40,1,111,43,14,95,114,3454,5,3,0,TRUE
3371280809,67,9,114,112,25,21,4,14,41,8,3903,6,22,7,FALSE
3344738002,71,12,11,51,5,31,44,60,74,16,4009,7,2,9,FALSE
3377447306,7,62,88,95,25,47,54,84,71,9,2745,4,22,7,TRUE
3377439903,5,35,71,46,110,87,14,86,47,74,3908,3,22,0,FALSE
3370970503,18,69,94,58,30,74,70,63,34,6,2764,2,22,0,FALSE
3308290506,75,56,87,28,4,25,9,36,93,98,2692,2,22,7,TRUE
3366415205,53,4,44,17,5,98,51,46,50,8,3882,5,22,7,TRUE
3360736108,2,74,55,112,109,23,11,35,25,88,2880,3,22,0,FALSE
3379298607,86,54,14,51,39,75,53,74,42,9,2711,2,22,0,FALSE
3322547309,2,4,18,111,21,87,42,11,104,75,2585,3,22,7,FALSE
3331696504,7,57,18,102,74,106,63,23,37,41,4591,3,3,0,TRUE
3368071504,35,8,62,48,108,33,34,104,114,36,2388,4,4,0,TRUE
3340709609,93,111,79,71,80,40,75,6,63,70,4177,2,4,0,FALSE
3312066204,13,20,14,2,6,74,36,63,23,62,2912,2,22,7,TRUE
3312968205,36,14,101,67,25,109,84,46,88,52,3023,2,3,0,TRUE
3324256507,7,6,98,22,94,4,41,1,5,74,2119,5,22,7,FALSE
3320284103,76,9,59,54,50,23,2,67,71,74,4862,7,22,7,FALSE
3317995402,74,42,26,8,59,100,39,40,14,38,3359,6,22,0,FALSE
3378686807,36,4,14,3,15,110,44,97,9,48,2911,4,22,0,TRUE
3336618409,104,68,8,84,47,7,1,11,50,32,4244,6,22,7,FALSE
3322504907,104,112,25,67,60,74,99,18,5,20,5152,7,3,7,TRUE
3332514806,30,48,59,74,40,102,95,13,71,14,3568,2,22,7,TRUE
3326988501,40,18,15,106,114,96,68,109,7,54,3656,4,3,7,FALSE
3376922809,44,5,74,98,53,31,102,41,4,46,1554,2,22,7,FALSE
3333329601,99,12,35,47,1,96,104,94,58,2,3154,5,4,0,FALSE
3298545604,45,74,4,93,84,72,47,59,11,14,3422,2,22,7,TRUE
3334415008,59,44,16,98,26,8,21,71,9,27,4485,3,22,7,TRUE
3296246506,102,6,44,87,66,26,74,104,23,93,4151,4,22,7,TRUE
3377552406,21,41,113,71,35,9,43,1,14,93,1981,2,22,0,TRUE
3378895900,75,73,96,5,71,30,6,46,86,41,1518,3,2,0,FALSE
3358946906,77,61,30,42,106,22,9,35,114,70,3495,4,22,7,TRUE
3343114306,36,14,34,19,44,74,5,8,4,35,1875,3,22,7,TRUE
3352936805,50,57,75,16,42,18,103,11,63,93,1218,3,4,0,FALSE
3309769209,45,37,60,99,8,76,72,51,33,7,4412,5,22,7,TRUE
3329078206,16,47,93,2,84,98,14,99,35,5,1874,4,2,9,FALSE
3313736308,18,7,64,12,13,47,16,42,1,83,2882,3,22,7,FALSE
3295190109,76,109,14,30,55,70,17,32,81,63,3332,6,22,7,FALSE
3349012709,40,25,75,19,113,44,11,86,21,14,3364,7,22,7,FALSE
3351696801,51,4,1,14,27,15,7,76,64,40,3623,6,2,1,TRUE
3364778500,47,5,71,1,99,35,26,95,51,13,3242,2,22,0,FALSE
3297257209,17,16,99,1,85,34,84,44,104,14,3212,7,22,7,TRUE
3294575309,94,13,1,19,84,52,18,27,53,8,2710,2,22,7,FALSE
3323028307,41,11,48,87,88,109,31,14,39,7,3728,3,22,7,FALSE
3329996604,14,40,11,39,56,44,47,112,51,34,2372,2,22,7,FALSE
3307382200,63,8,4,96,35,40,21,7,47,94,2875,6,22,7,FALSE
3302532602,68,109,74,114,3,21,84,27,26,59,1876,3,22,0,FALSE
3355124708,35,73,98,39,71,4,17,44,3,18,2663,2,22,0,FALSE
3295104007,15,21,27,36,4,47,3,14,99,6,244,2,22,7,TRUE
3327085001,99,32,74,26,9,97,25,8,71,102,3397,3,22,0,FALSE
3294397307,2,20,35,11,6,97,31,21,32,70,2598,2,22,7,FALSE
3311136903,7,106,103,109,36,67,14,86,13,49,3691,3,3,7,TRUE
3357313405,84,54,113,42,32,40,45,12,19,23,2324,3,22,0,TRUE
3368292402,50,51,59,108,56,74,3,10,36,23,2974,4,22,0,TRUE
3309544204,31,34,14,4,11,1,57,8,71,25,2767,2,22,0,TRUE
3342760501,44,21,88,12,66,8,74,9,26,23,727,3,3,7,FALSE
3359042808,93,22,101,86,28,59,64,44,19,11,3775,3,22,7,TRUE
3312889908,71,13,95,43,40,25,94,80,4,60,2397,4,22,7,TRUE
3333026808,71,47,106,17,27,22,75,67,58,14,2895,4,22,0,FALSE
3358914901,4,9,18,17,114,98,88,39,75,44,2547,2,22,7,FALSE
3322254905,45,44,20,42,71,21,36,9,4,74,2180,2,22,7,TRUE
3354708502,64,1,49,2,5,47,107,40,4,86,1310,4,22,0,TRUE
3315697604,72,7,106,8,9,23,35,62,61,94,2633,4,3,7,TRUE
3296196701,99,74,50,51,93,70,64,98,1,86,3590,8,22,7,FALSE
3296577600,8,7,36,104,14,88,76,44,5,32,3740,6,22,7,FALSE
3381204407,71,60,10,37,25,90,55,41,18,28,2035,3,2,7,TRUE
3377770102,6,13,17,64,16,88,71,41,74,40,4604,4,22,7,TRUE
3313626808,74,8,67,71,12,110,96,44,11,35,2722,2,22,7,TRUE
3301012609,99,14,64,12,56,11,36,59,40,45,4129,8,22,7,TRUE
3294250604,87,8,2,74,28,59,84,106,4,21,3770,6,22,7,TRUE
3307070402,47,7,25,42,98,6,57,74,84,22,4021,2,22,7,FALSE
3327909202,87,88,40,22,1,13,54,75,11,84,5026,6,22,7,TRUE
3350209303,23,51,44,17,87,4,74,8,75,14,2662,4,22,7,FALSE
3309649500,40,16,71,44,74,95,58,55,39,35,2905,3,22,0,TRUE
3338027300,40,80,74,94,70,98,32,39,43,104,4011,2,22,0,FALSE
3347623002,38,61,72,40,46,33,53,104,4,31,3455,5,4,0,TRUE
3363555603,68,44,71,17,57,74,12,2,77,21,2033,2,22,0,TRUE
3326840703,11,9,27,18,60,1,71,47,51,23,3067,3,3,7,FALSE
3374976901,95,23,50,40,90,71,11,110,44,86,3774,8,22,7,FALSE
3374425409,108,70,41,34,1,18,94,90,86,17,3612,4,22,7,TRUE
3344400309,74,4,107,93,36,40,97,114,108,104,2040,5,22,7,FALSE
3325856402,39,38,49,36,63,16,74,44,2,97,1809,2,22,7,FALSE
3324906300,42,18,76,79,2,4,81,44,25,23,3611,6,22,7,TRUE
3352925107,93,82,65,26,14,114,62,18,92,4,5410,9,22,7,FALSE
3334687301,28,1,6,77,4,97,18,99,34,86,2584,4,22,0,TRUE
3364450608,93,71,83,36,46,62,27,21,16,44,2542,7,22,7,FALSE
3319331106,1,97,103,83,21,61,67,11,36,27,2621,4,22,0,TRUE
3355810006,109,26,8,97,74,59,88,25,86,1,3197,2,22,7,TRUE
3313133205,84,108,76,75,53,78,57,21,99,95,1728,2,4,0,TRUE
3304998809,98,67,44,23,14,49,36,74,7,71,3400,3,22,7,FALSE
3381153908,86,63,41,8,77,106,37,67,93,30,3255,5,4,0,TRUE
3304854008,62,84,99,11,93,27,75,96,60,32,2143,5,22,7,TRUE
3296280109,36,21,78,11,1,104,2,14,5,74,1846,2,22,7,TRUE
3356618104,31,47,1,102,16,37,59,36,56,4,3205,3,3,0,TRUE
3380822204,75,45,74,1,90,7,82,71,13,16,3241,5,22,7,FALSE
3320567402,73,112,39,56,1,14,27,18,76,69,4031,3,22,7,FALSE
3293704901,36,2,4,63,60,51,93,25,14,26,4660,7,22,7,TRUE
3331023102,72,57,75,18,76,20,45,22,23,105,3158,5,22,0,TRUE
3371059708,57,88,42,47,75,35,62,96,109,14,2351,3,3,0,TRUE
3327420203,18,35,9,36,84,1,74,83,42,26,2139,3,22,7,FALSE
3332418807,5,94,70,74,66,6,93,2,47,87,2759,3,22,7,FALSE
3345383404,5,74,28,54,14,39,32,20,26,18,4580,2,22,7,TRUE
3341017808,17,7,18,8,104,25,35,93,4,42,3109,2,22,7,TRUE
3304083603,26,8,45,11,111,25,107,84,36,93,4920,4,22,7,FALSE
3363661805,19,58,63,84,36,98,47,14,95,31,3213,4,4,0,FALSE
3335732708,27,74,35,75,59,68,14,43,1,60,2222,2,22,7,FALSE
3331385400,28,40,42,17,59,46,45,54,77,31,2697,3,22,7,FALSE
3326635102,5,95,47,56,32,1,59,53,34,16,1311,3,4,0,TRUE
3362731800,30,114,2,95,104,44,4,100,76,41,2865,2,22,7,FALSE
3361642109,44,2,26,54,13,23,35,95,97,14,3540,4,3,0,FALSE
3309148504,35,23,7,25,97,71,51,18,11,21,2540,7,22,7,FALSE
3359322600,41,60,47,73,86,95,98,110,17,64,3748,5,22,0,FALSE
3311644902,26,40,9,94,93,36,18,107,14,45,3202,5,22,7,TRUE
3307893404,83,74,9,99,44,86,11,41,71,28,3344,3,22,7,TRUE
3331977708,46,88,56,1,78,30,32,4,40,98,2725,3,22,7,TRUE
3337215400,35,29,40,28,13,7,102,104,26,67,3412,10,4,0,TRUE
3375333401,32,114,97,17,86,48,104,63,88,40,3400,2,3,7,FALSE
3325312909,99,14,1,26,65,72,51,108,11,94,3603,4,22,7,FALSE
3353330201,36,35,41,21,73,2,95,48,34,87,1637,4,22,7,FALSE
3381383901,69,50,60,36,109,31,44,86,21,68,2662,3,22,7,FALSE
3366719401,101,2,41,46,14,25,34,105,104,7,3610,2,22,0,TRUE
3297061400,39,102,14,5,48,34,30,44,71,25,2907,4,22,7,FALSE
3324404002,14,44,105,11,81,1,53,5,98,114,3588,4,22,7,TRUE
3341720208,36,70,93,110,84,62,74,28,99,7,2995,2,22,0,TRUE
3374632005,90,13,40,75,23,4,84,47,49,9,3250,9,22,7,TRUE
3341303109,54,98,74,14,107,40,11,51,2,87,4598,4,22,7,TRUE
3310044601,106,36,7,14,48,8,86,2,39,23,4477,2,22,7,TRUE
3356888904,107,9,18,106,33,36,61,39,1,7,3252,7,22,7,FALSE
3310155400,78,13,14,23,93,25,27,9,6,7,3910,5,22,7,FALSE
3317062806,70,79,18,71,20,37,2,35,25,44,1997,2,3,7,TRUE
3375369200,36,44,4,16,96,7,14,10,97,106,2462,3,3,7,TRUE
3295589500,14,93,84,51,106,1,16,26,27,13,4346,2,22,7,FALSE
3324194407,1,27,11,71,70,81,53,36,104,19,2490,2,22,7,TRUE
3381617800,79,93,4,74,84,20,21,25,83,18,3634,3,22,0,FALSE
3380587000,27,9,13,48,104,88,7,95,90,16,2763,4,4,0,TRUE
3315000502,88,72,31,74,35,14,39,41,28,30,3328,2,22,7,TRUE
3345546300,35,42,14,19,111,106,2,27,62,93,4258,3,3,0,TRUE
3354939009,74,37,17,23,62,48,41,14,13,84,3007,4,22,7,FALSE
3304072701,67,60,20,74,2,28,3,99,64,36,4843,7,22,7,TRUE
3352116608,101,56,96,94,62,44,9,86,81,2,2066,2,22,7,FALSE
3325835703,86,59,104,41,50,70,44,10,29,68,2623,2,22,7,TRUE
3360038705,47,70,9,50,16,71,75,113,2,14,4226,7,22,7,FALSE
3347994802,84,74,64,42,18,53,104,57,44,33,1801,2,22,7,TRUE
3350501208,56,35,105,4,22,77,97,108,44,46,3645,6,22,7,FALSE
3310362801,57,53,107,51,96,48,60,23,45,21,2342,2,2,0,FALSE
3335712304,76,81,48,32,90,7,21,13,68,6,2594,4,22,0,TRUE
3365491007,83,35,67,28,99,93,71,42,23,17,1577,2,22,7,FALSE
3351528200,2,93,70,104,26,1,22,14,97,34,3501,3,22,7,TRUE
3349617309,41,74,36,9,101,32,54,17,81,82,2405,5,3,7,TRUE
3293748609,10,82,1,66,87,65,81,62,49,17,3561,4,5,0,TRUE
3318479801,23,82,83,42,31,14,110,41,114,20,3491,3,22,0,TRUE
3332485902,14,20,71,44,113,98,9,46,60,6,2564,3,22,0,FALSE
3319234607,28,48,14,85,74,39,94,57,29,6,2902,4,3,7,TRUE
3307815200,3,104,74,17,67,32,8,54,55,71,2699,3,22,0,TRUE
3370194505,12,4,22,13,46,23,107,72,5,20,4823,2,4,0,TRUE
3335054204,47,91,63,17,41,29,5,74,49,104,2300,2,3,7,FALSE
3331930807,25,16,5,10,14,100,86,59,7,74,3928,5,22,7,TRUE
3336275100,86,104,35,27,106,8,14,95,23,74,3570,7,22,7,TRUE
3309274108,33,14,9,54,36,51,97,38,43,65,1711,2,4,0,TRUE
3329069507,27,49,75,63,1,55,98,44,28,40,4862,7,22,7,TRUE
3354427605,66,46,41,32,4,14,9,7,18,62,2262,3,22,0,FALSE
3344453107,36,59,39,70,93,114,28,27,34,14,2202,3,22,7,FALSE
3335400208,7,114,94,87,82,103,28,76,6,20,4988,8,22,7,FALSE
3295319504,62,10,50,47,59,23,46,9,112,108,5233,3,22,7,FALSE
3378930102,14,1,40,17,23,108,79,7,8,39,2980,2,22,7,FALSE
3380048903,5,16,72,35,39,23,14,41,74,79,3286,3,22,7,FALSE
3378976009,2,48,51,11,75,114,35,104,7,100,3456,5,4,0,FALSE
3344831108,71,14,59,93,90,4,33,61,74,20,2766,2,22,0,FALSE
3320847205,43,68,44,72,51,71,39,41,93,114,2091,2,3,7,FALSE
3315713802,41,50,35,14,32,74,77,9,25,12,3468,2,22,0,FALSE
3330394100,31,10,47,27,98,34,99,36,64,30,3448,4,2,9,FALSE
3362972708,44,33,98,18,26,71,23,80,74,54,4079,2,22,0,TRUE
3330870802,101,86,41,4,48,110,29,59,25,93,3441,3,3,7,TRUE
3344820600,99,71,7,14,101,110,9,46,112,114,2770,3,4,0,TRUE
3314982108,86,95,48,20,29,18,5,102,2,43,2806,2,2,9,FALSE
3308509406,10,74,58,96,28,25,62,67,70,110,3831,5,22,0,FALSE
3296675307,8,52,75,80,88,4,41,76,23,35,4134,7,22,7,FALSE
3309285009,33,34,104,39,20,1,50,35,75,16,3629,2,22,0,TRUE
3323077108,110,44,104,74,81,6,17,93,14,40,2575,2,22,0,TRUE
3339755600,56,74,96,20,6,64,7,23,18,73,2620,2,22,7,FALSE
3321654100,6,5,42,9,70,97,34,69,48,16,3585,2,4,0,TRUE
3348497809,6,112,1,73,42,35,53,41,74,104,1632,2,22,0,FALSE
3316700300,109,101,98,40,93,32,67,4,74,84,2048,2,3,0,TRUE
3323301005,79,34,51,109,16,25,8,7,23,32,4369,7,22,7,TRUE
3343466207,73,72,40,59,63,102,14,67,74,30,3375,5,22,0,FALSE
3366456703,5,60,104,52,67,62,18,23,112,96,3110,2,22,0,FALSE
3307666506,57,8,44,39,14,95,96,112,86,22,4030,4,22,7,TRUE
3303006004,36,93,106,14,56,26,9,58,73,69,2818,2,22,0,TRUE
3346639904,9,71,112,114,73,84,44,36,4,29,2562,2,22,0,FALSE
3365408805,48,20,95,6,59,45,5,84,28,73,1721,2,2,0,FALSE
3300596103,74,14,28,35,75,92,56,9,88,34,2767,2,22,7,FALSE
3343936003,114,14,5,18,36,76,50,22,99,75,2143,4,22,7,TRUE
3340790500,104,47,63,2,57,44,49,67,84,109,2843,3,4,0,FALSE
3293606202,97,43,75,51,18,41,4,39,7,64,4507,8,3,7,FALSE
3311247705,97,74,3,8,31,98,34,75,59,14,4747,4,22,0,FALSE
3371605309,16,9,41,74,14,11,49,91,111,36,3021,5,3,7,FALSE
3309229509,7,67,28,5,82,18,112,64,35,97,3776,2,22,7,FALSE
3303745707,35,14,75,20,42,95,74,104,71,84,2710,2,22,0,TRUE
3312517704,91,47,6,84,36,86,104,48,76,14,3543,2,22,0,TRUE
3362711507,39,26,104,12,44,4,93,101,71,13,4132,3,22,7,TRUE
3378790609,12,106,7,88,31,14,17,20,1,104,2077,2,3,0,TRUE
3359463407,35,99,95,30,74,104,12,47,64,71,4033,5,22,7,FALSE
3333202709,88,99,47,35,11,59,25,98,57,36,3565,2,22,0,FALSE
3299110405,14,95,112,23,74,64,107,18,7,19,3810,4,22,7,TRUE
3313151704,42,22,4,74,35,73,76,32,14,86,1277,3,22,7,TRUE
3344816104,28,51,54,40,50,77,84,9,23,27,2915,3,5,0,TRUE
3309511908,40,68,25,99,4,21,70,50,36,26,2991,3,22,7,FALSE
3295530004,21,88,71,75,20,35,44,13,74,110,918,2,22,7,TRUE
3381687409,21,14,8,46,103,114,36,15,71,86,3317,3,22,7,TRUE
3324597709,1,3,25,104,64,8,13,27,73,71,4218,6,22,7,TRUE
3348839304,4,75,12,86,51,41,33,11,36,68,3215,7,3,7,FALSE
3375219209,8,85,74,36,32,65,103,17,52,18,2116,6,22,7,TRUE
3359905000,96,93,23,22,106,87,60,39,104,12,3440,2,3,0,TRUE
3361998001,64,73,12,56,70,63,88,95,65,28,2485,3,4,0,FALSE
3314819502,29,30,56,36,94,47,109,26,14,2,3017,5,2,9,TRUE
